"","Vaccine.Exemption","Dose","Geography.Type","Geography","School.Year","Estimate....","Population.Size","Percent.Surveyed","Footnotes","Number.of.Exemptions","Survey.Type"
"1723","Exemption","Any Exemption","States","Alaska","2024-25","9.4",7338,99.8,"†. ‡‡",686,"Census (pub.), not conducted (prv.)"
"1724","Exemption","Non-Medical Exemption","States","Alaska","2024-25","9.0",7338,99.8,"†. ‡‡",660,"Census (pub.), not conducted (prv.)"
"1725","Exemption","Medical Exemption","States","Alaska","2024-25","0.4",7338,99.8,"†. ‡‡",26,"Census (pub.), not conducted (prv.)"
"1726","Polio","","States","Alaska","2024-25","81.5",7338,99.8,"¶",NA,"Census (pub.), not conducted (prv.)"
"1727","Hepatitis B","","States","Alaska","2024-25","84.1",7338,99.8,"¶",NA,"Census (pub.), not conducted (prv.)"
"1728","Varicella","2 Doses (unknown disease history)","States","Alaska","2024-25","79.6",7338,99.8,"¶",NA,"Census (pub.), not conducted (prv.)"
"1729","Varicella","1 Dose (unknown disease history)","States","Alaska","2024-25","NReq",7338,99.8,"¶",NA,"Census (pub.), not conducted (prv.)"
"1730","MMR","","States","Alaska","2024-25","81.2",7338,99.8,"¶",NA,"Census (pub.), not conducted (prv.)"
"1731","DTP, DTaP, or DT","","States","Alaska","2024-25","82.2",7338,99.8,"¶",NA,"Census (pub.), not conducted (prv.)"
"1732","MMR (PAC)","MMR (PAC)","States","TX-City of Houston","2023-24","97.6",NA,NA,"",NA,""
"1733","MMR","","States","TX-City of Houston","2023-24","93.6",37882,67.7,"‡. §",NA,"Vol. response"
"1734","DTP, DTaP, or DT","","States","TX-City of Houston","2023-24","93.4",37882,67.7,"‡. §",NA,"Vol. response"
"1735","Varicella","1 Dose (unknown disease history)","States","TX-City of Houston","2023-24","NReq",37882,67.7,"‡. §",NA,"Vol. response"
"1736","Varicella","2 Doses (unknown disease history)","States","TX-City of Houston","2023-24","92.8",37882,67.7,"‡. §",NA,"Vol. response"
"1737","Hepatitis B","","States","TX-City of Houston","2023-24","95.8",37882,67.7,"‡. §",NA,"Vol. response"
"1738","Polio","","States","TX-City of Houston","2023-24","93.6",37882,67.7,"‡. §",NA,"Vol. response"
"1739","Exemption","Medical Exemption","States","TX-City of Houston","2023-24","0.2",37882,67.7,"||",81,"Vol. response"
"1740","Exemption","Non-Medical Exemption","States","TX-City of Houston","2023-24","2.4",37882,67.7,"||",928,"Vol. response"
"1741","Exemption","Any Exemption","States","TX-City of Houston","2023-24","2.7",37882,67.7,"||",1008,"Vol. response"
"1742","Varicella","UTD (unknown disease history)","States","TX-City of Houston","2023-24","92.8",37882,67.7,"‡. §",NA,"Vol. response"
"1743","MMR (PAC)","MMR (PAC)","States","TX-City of Houston","2017-18","98.8",NA,NA,"",NA,""
"1744","MMR (PAC)","MMR (PAC)","States","TX-City of Houston","2018-19","98.5",NA,NA,"",NA,""
"1745","MMR (PAC)","MMR (PAC)","States","TX-City of Houston","2019-20","98.7",NA,NA,"",NA,""
"1746","MMR (PAC)","MMR (PAC)","States","TX-City of Houston","2020-21","98.9",NA,NA,"",NA,""
"1747","MMR (PAC)","MMR (PAC)","States","TX-City of Houston","2021-22","98.6",NA,NA,"",NA,""
"1748","MMR (PAC)","MMR (PAC)","States","TX-City of Houston","2022-23","98.2",NA,NA,"",NA,""
"1749","MMR","","States","TX-City of Houston","2024-25","88.7",36981,98.8,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"1750","DTP, DTaP, or DT","","States","TX-City of Houston","2024-25","88.3",36981,98.8,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"1751","Varicella","1 Dose (unknown disease history)","States","TX-City of Houston","2024-25","NReq",36981,98.8,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"1752","Hepatitis B","","States","TX-City of Houston","2024-25","93.0",36981,98.8,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"1753","Varicella","2 Doses (unknown disease history)","States","TX-City of Houston","2024-25","87.8",36981,98.8,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"1754","Exemption","Any Exemption","States","TX-City of Houston","2024-25","2.5",36981,98.8,"||",909,"Census (pub.), vol. response (prv.)"
"1755","Exemption","Non-Medical Exemption","States","TX-City of Houston","2024-25","2.2",36981,98.8,"||",830,"Census (pub.), vol. response (prv.)"
"1756","Exemption","Medical Exemption","States","TX-City of Houston","2024-25","0.2",36981,98.8,"||",80,"Census (pub.), vol. response (prv.)"
"1757","Polio","","States","TX-City of Houston","2024-25","88.6",36981,98.8,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"1758","MMR (PAC)","MMR (PAC)","States","TX-City of Houston","2024-25","97.9",36981,98.8,"",NA,"Census (pub.), vol. response (prv.)"
"1759","Varicella","UTD (unknown disease history)","States","TX-City of Houston","2024-25","87.8",36981,98.8,"‡. §",NA,"Census (pub.), vol. response (prv.)"
"1760","MMR","","States","TX-City of Houston","2022-23","91.3",37664,98.8,"‡. §",NA,"Census (pub.), vol. response (pvt.)"
"1761","DTP, DTaP, or DT","","States","TX-City of Houston","2022-23","90.7",37664,98.8,"‡. §",NA,"Census (pub.), vol. response (pvt.)"
"1762","Varicella","1 Dose (unknown disease history)","States","TX-City of Houston","2022-23","NReq",37664,98.8,"‡. §",NA,"Census (pub.), vol. response (pvt.)"
"1763","Varicella","2 Doses (unknown disease history)","States","TX-City of Houston","2022-23","90.6",37664,98.8,"‡. §",NA,"Census (pub.), vol. response (pvt.)"
"1764","Hepatitis B","","States","TX-City of Houston","2022-23","94.3",37664,98.8,"‡. §",NA,"Census (pub.), vol. response (pvt.)"
"1765","Exemption","Medical Exemption","States","TX-City of Houston","2022-23","0.2",37664,98.8,"||",93,"Census (pub.), vol. response (pvt.)"
"1766","Polio","","States","TX-City of Houston","2022-23","91.0",37664,98.8,"‡. §",NA,"Census (pub.), vol. response (pvt.)"
"1767","Exemption","Non-Medical Exemption","States","TX-City of Houston","2022-23","2.1",37664,98.8,"||",778,"Census (pub.), vol. response (pvt.)"
"1768","Exemption","Any Exemption","States","TX-City of Houston","2022-23","2.3",37664,98.8,"||",871,"Census (pub.), vol. response (pvt.)"
"1769","Varicella","UTD (unknown disease history)","States","TX-City of Houston","2022-23","90.6",37664,98.8,"‡. §",NA,"Census (pub.), vol. response (pvt.)"
"1770","Exemption","Any Exemption","States","TX-City of Houston","2021-22","1.5",40123,99.3,"||",619,"Census"
"1771","Exemption","Any Exemption","States","TX-City of Houston","2020-21","1.3",39627,94.9,"||",499,"Census (public). voluntary response (private)"
"1772","Exemption","Medical Exemption","States","TX-City of Houston","2021-22","0.1",40123,99.3,"||",54,"Census"
"1773","Exemption","Non-Medical Exemption","States","TX-City of Houston","2020-21","1.1",39627,94.9,"||",440,"Census (public). voluntary response (private)"
"1774","Exemption","Non-Medical Exemption","States","TX-City of Houston","2021-22","1.4",40123,99.3,"||",564,"Census"
"1775","Hepatitis B","","States","TX-City of Houston","2021-22","92.7",40123,99.3,"‡. §",NA,"Census"
"1776","Hepatitis B","","States","TX-City of Houston","2020-21","86.5",39627,94.9,"‡.§",NA,"Census (public). voluntary response (private)"
"1777","Exemption","Medical Exemption","States","TX-City of Houston","2020-21","0.1",39627,94.9,"||",59,"Census (public). voluntary response (private)"
"1778","Polio","","States","TX-City of Houston","2020-21","83.4",39627,94.9,"‡.§",NA,"Census (public). voluntary response (private)"
"1779","Polio","","States","TX-City of Houston","2021-22","88.3",40123,99.3,"‡. §",NA,"Census"
"1780","Varicella","UTD (unknown disease history)","States","TX-City of Houston","2021-22","87.8",40123,99.3,"‡. §",NA,"Census"
"1781","Varicella","UTD (unknown disease history)","States","TX-City of Houston","2020-21","83.1",39627,94.9,"‡.§",NA,"Census (public). voluntary response (private)"
"1782","Varicella","1 Dose (unknown disease history)","States","Mississippi","2019-20","NReq",37870,100,"≥.*",NA,"Census"
"1783","Varicella","1 Dose (unknown disease history)","States","Mississippi","2020-21","NReq",34028,100,">=.*",NA,"Census"
"1784","Varicella","1 Dose (unknown disease history)","States","Mississippi","2015-16",NA,41042,100,"≥.*",NA,"Census"
"1785","Varicella","1 Dose (unknown disease history)","States","Mississippi","2014-15",NA,44129,100,"*",NA,"Census"
"1786","Varicella","1 Dose (unknown disease history)","States","Mississippi","2013-14",NA,45719,100,"*",NA,"Census"
"1787","Varicella","1 Dose (unknown disease history)","States","Mississippi","2012-13",NA,46595,100,"*",NA,"Census"
"1788","DTP, DTaP, or DT","","States","Mississippi","2017-18","99.4",39284,100,"≥.*",NA,"Census"
"1789","DTP, DTaP, or DT","","States","Mississippi","2019-20","99.1",37870,100,"≥.*",NA,"Census"
"1790","DTP, DTaP, or DT","","States","Mississippi","2018-19","99.2",37775,100,"≥.*",NA,"Census"
"1791","Varicella","1 Dose (unknown disease history)","States","Mississippi","2010-11",NA,NA,NA,"",NA,NA
"1792","Varicella","1 Dose (unknown disease history)","States","Mississippi","2009-10",NA,46922,100,"*",NA,"Census"
"1793","DTP, DTaP, or DT","","States","Mississippi","2021-22","98.6",36524,100,">=. *",NA,"Census"
"1794","DTP, DTaP, or DT","","States","Mississippi","2020-21","98.9",34028,100,">=.*",NA,"Census"
"1795","Varicella","1 Dose (unknown disease history)","States","Mississippi","2011-12",NA,44912,100,"*",NA,"Census"
"1796","DTP, DTaP, or DT","","States","Mississippi","2011-12","99.2",44912,100,"≥. *",NA,"Census"
"1797","DTP, DTaP, or DT","","States","Mississippi","2010-11",NA,NA,NA,"",NA,NA
"1798","DTP, DTaP, or DT","","States","Mississippi","2015-16","99.4",41042,100,"≥.*",NA,"Census"
"1799","DTP, DTaP, or DT","","States","Mississippi","2014-15","99.2",44129,100,"≥. *",NA,"Census"
"1800","DTP, DTaP, or DT","","States","Mississippi","2013-14","99.7",45719,100,"≥. *",NA,"Census"
"1801","DTP, DTaP, or DT","","States","Mississippi","2012-13","99.9",46595,100,"≥. *",NA,"Census"
"1802","DTP, DTaP, or DT","","States","Mississippi","2016-17","99.4",40509,100,"≥.*",NA,"Census"
"1803","MMR","","States","Mississippi","2015-16","99.4",41042,100,"≥.*",NA,"Census"
"1804","MMR","","States","Mississippi","2014-15","99.2",44129,100,"≥. *",NA,"Census"
"1805","MMR","","States","Mississippi","2013-14","99.7",45719,100,"≥. *",NA,"Census"
"1806","MMR","","States","Mississippi","2012-13","99.9",46595,100,"≥. *",NA,"Census"
"1807","MMR","","States","Mississippi","2011-12","99.2",44912,100,"≥. *",NA,"Census"
"1808","Varicella","2 Doses (unknown disease history)","States","Mississippi","2014-15","99.2",44129,100,"≥. *",NA,"Census"
"1809","Varicella","2 Doses (unknown disease history)","States","Mississippi","2013-14","99.7",45719,100,"≥. *",NA,"Census"
"1810","Varicella","2 Doses (unknown disease history)","States","Mississippi","2012-13","99.9",46595,100,"≥. *",NA,"Census"
"1811","DTP, DTaP, or DT","","States","Mississippi","2009-10","99.7",46922,100,"≥. *",NA,"Census"
"1812","MMR","","States","Mississippi","2021-22","98.6",36524,100,">=. *",NA,"Census"
"1813","MMR","","States","Mississippi","2019-20","99.1",37870,100,"≥.*",NA,"Census"
"1814","MMR","","States","Mississippi","2020-21","98.9",34028,100,">=.*",NA,"Census"
"1815","MMR","","States","Mississippi","2017-18","99.4",39284,100,"≥.*",NA,"Census"
"1816","MMR","","States","Mississippi","2018-19","99.2",37775,100,"≥.*",NA,"Census"
"1817","MMR","","States","Mississippi","2016-17","99.4",40509,100,"≥.*",NA,"Census"
"1818","Hepatitis B","","States","Mississippi","2010-11",NA,NA,NA,"",NA,NA
"1819","Hepatitis B","","States","Mississippi","2011-12","99.2",44912,100,"≥. *",NA,"Census"
"1820","Hepatitis B","","States","Mississippi","2009-10","99.7",46922,100,"≥. *",NA,"Census"
"1821","Varicella","2 Doses (unknown disease history)","States","Mississippi","2021-22","98.6",36524,100,">=. *",NA,"Census"
"1822","Varicella","2 Doses (unknown disease history)","States","Mississippi","2019-20","99.1",37870,100,"≥.*",NA,"Census"
"1823","Varicella","2 Doses (unknown disease history)","States","Mississippi","2020-21","98.9",34028,100,">=.*",NA,"Census"
"1824","Varicella","2 Doses (unknown disease history)","States","Mississippi","2017-18","99.4",39284,100,"≥.*",NA,"Census"
"1825","Varicella","2 Doses (unknown disease history)","States","Mississippi","2018-19","99.2",37775,100,"≥.*",NA,"Census"
"1826","Varicella","2 Doses (unknown disease history)","States","Mississippi","2015-16","99.4",41042,100,"≥.*",NA,"Census"
"1827","Varicella","2 Doses (unknown disease history)","States","Mississippi","2016-17","99.4",40509,100,"≥.*",NA,"Census"
"1828","Hepatitis B","","States","Mississippi","2016-17","99.4",40509,100,"≥.*",NA,"Census"
"1829","Hepatitis B","","States","Mississippi","2017-18","99.4",39284,100,"≥.*",NA,"Census"
"1830","Hepatitis B","","States","Mississippi","2015-16","99.4",41042,100,"≥.*",NA,"Census"
"1831","Hepatitis B","","States","Mississippi","2014-15","99.2",44129,100,"≥. *",NA,"Census"
"1832","Hepatitis B","","States","Mississippi","2013-14","99.7",45719,100,"≥. *",NA,"Census"
"1833","Hepatitis B","","States","Mississippi","2012-13","99.9",46595,100,"≥. *",NA,"Census"
"1834","Varicella","2 Doses (unknown disease history)","States","Mississippi","2011-12","99.2",44912,100,"≥. *",NA,"Census"
"1835","Varicella","2 Doses (unknown disease history)","States","Mississippi","2010-11",NA,NA,NA,"",NA,NA
"1836","Varicella","2 Doses (unknown disease history)","States","Mississippi","2009-10","99.7",46922,100,"≥. *",NA,"Census"
"1837","Varicella","1 Dose (unknown disease history)","States","Mississippi","2021-22","NReq",36524,100,">=. *",NA,"Census"
"1838","Varicella","UTD (unknown disease history)","States","Missouri","2021-22","91.2",71034,100,"*",NA,"Census"
"1839","Varicella","UTD (unknown disease history)","States","Missouri","2020-21","92.1",63093,100,"*",NA,"Census"
"1840","Polio","","States","Missouri","2017-18","95.5",73113,100,"*",NA,"Census"
"1841","Polio","","States","Missouri","2016-17","95.6",73355,100,"*",NA,"Census"
"1842","Polio","","States","Missouri","2018-19","95.0",72687,100,"*",NA,"Census"
"1843","Polio","","States","Missouri","2012-13","96.9",78416,5.9,"",NA,"2-stage Cluster Sample"
"1844","Polio","","States","Missouri","2013-14","95.9",78140,100,"*",NA,"Census"
"1845","Polio","","States","Missouri","2014-15","96.3",75900,100,"*",NA,"Census"
"1846","Polio","","States","Missouri","2015-16","96.0",74413,100,"*.§",NA,"Census"
"1847","Exemption","Any Exemption","States","Missouri","2009-10",NA,75958,NA,"§",NA,"Random sample"
"1848","Exemption","Non-Medical Exemption","States","Missouri","2021-22","2.8",71034,100,">=. †. §",1997,"Census"
"1849","Exemption","Any Exemption","States","Missouri","2015-16","1.8",74413,NA,"§",1339,"Census"
"1850","Exemption","Any Exemption","States","Missouri","2014-15","2.0",75900,NA,"§",1518,"Census"
"1851","Exemption","Any Exemption","States","Missouri","2013-14","1.8",78140,NA,"§",1407,"Census"
"1852","Exemption","Any Exemption","States","Missouri","2012-13","1.8",78416,NA,"§",2042,"2-stage Cluster Sample"
"1853","Exemption","Any Exemption","States","Missouri","2017-18","2.3",73113,NA,"§",1682,"Census"
"1854","Exemption","Any Exemption","States","Missouri","2016-17","2.2",73355,NA,"§",1614,"Census"
"1855","Exemption","Any Exemption","States","Missouri","2020-21","2.5",63093,100,">=. †.§",1585,"Census"
"1856","Exemption","Any Exemption","States","Missouri","2019-20","2.7",72324,NA,"†.§",1970,"Census"
"1857","Exemption","Medical Exemption","States","Missouri","2021-22","0.2",71034,100,">=. †. §",140,"Census"
"1858","Exemption","Any Exemption","States","Missouri","2010-11",NA,NA,NA,"",NA,NA
"1859","Exemption","Any Exemption","States","Missouri","2018-19","2.7",72687,NA,"§. †",1948,"Census"
"1860","Exemption","Any Exemption","States","Missouri","2021-22","3.0",71034,100,">=. †. §",2137,"Census"
"1861","Exemption","Any Exemption","States","Missouri","2011-12","2.4",75240,NA,"§",90,"2-stage Cluster Sample"
"1862","Exemption","Medical Exemption","States","Missouri","2020-21","0.2",63093,100,">=. †.§",102,"Census"
"1863","Exemption","Medical Exemption","States","Missouri","2018-19","0.2",72687,NA,"§. †",129,"Census"
"1864","Exemption","Medical Exemption","States","Missouri","2019-20","0.2",72324,NA,"†.§",150,"Census"
"1865","Exemption","Medical Exemption","States","Missouri","2017-18","0.2",73113,NA,"§",146,"Census"
"1866","Exemption","Medical Exemption","States","Missouri","2016-17","0.2",73355,NA,"§",147,"Census"
"1867","Exemption","Medical Exemption","States","Missouri","2015-16","0.2",74413,NA,"§",149,"Census"
"1868","Exemption","Medical Exemption","States","Missouri","2014-15","0.2",75900,NA,"§",152,"Census"
"1869","Polio","","States","Missouri","2019-20","94.9",72324,100,"*",NA,"Census"
"1870","Exemption","Medical Exemption","States","Missouri","2013-14","0.2",78140,NA,"§",156,"Census"
"1871","Exemption","Medical Exemption","States","Missouri","2012-13","0.3",78416,NA,"§",377,"2-stage Cluster Sample"
"1872","Exemption","Medical Exemption","States","Missouri","2011-12","0.6",75240,NA,"§",19,"2-stage Cluster Sample"
"1873","Exemption","Medical Exemption","States","Missouri","2010-11",NA,NA,NA,"",NA,NA
"1874","Exemption","Medical Exemption","States","Missouri","2009-10",NA,75958,NA,"§",NA,"Random sample"
"1875","Polio","","States","Missouri","2021-22","91.9",71034,100,"*",NA,"Census"
"1876","Polio","","States","Missouri","2020-21","92.9",63093,100,"*",NA,"Census"
"1877","Polio","","States","Missouri","2009-10","98.1",75958,3,"",NA,"Random sample"
"1878","Polio","","States","Missouri","2010-11",NA,NA,NA,"",NA,NA
"1879","Polio","","States","Missouri","2011-12","97.2",75240,4.7,"",NA,"2-stage Cluster Sample"
"1880","Hepatitis B","","States","Missouri","2018-19","96.1",72687,100,"*",NA,"Census"
"1881","Hepatitis B","","States","Missouri","2019-20","95.9",72324,100,"*",NA,"Census"
